,date,-9,-7,-5,-3,-1,1,3,5,7,9,11
1001,2011/10/1,74587.81114,1340987.839,977277.8932,1634859.048,1167403.418,1197078.631,993255.35,0,0,0,0
1002,2011/10/2,54425.83974,1359638.364,981713.6754,1636159.972,1168422.578,1195634.211,995505.35,0,0,0,0
1003,2011/10/3,64256.23945,1350426.896,975381.554,1646079.141,1170514.548,1195336.261,996755.35,0,0,0,0
1004,2011/10/4,79921.88504,1337633.751,957255.9693,1663309.966,1164782.348,1203440.721,998005.35,0,0,0,0
1005,2011/10/5,68409.1616,1350553.156,951261.2867,1674099.107,1164822.128,1203249.801,999205.35,0,0,0,0
1006,2011/10/6,106419.5016,1323674.801,951171.0439,1679508.105,1160747.188,1197174.001,999305.35,0,0,0,0
1007,2011/10/7,106024.209,1302556.323,974614.4804,1682630.498,1160326.368,1197942.761,1000805.35,0,0,0,0
1008,2011/10/8,72003.67555,1338674.681,974311.5031,1685770.621,1158033.238,1199050.921,1003005.35,0,0,0,0
1009,2011/10/9,77829.39166,1333221.846,964834.0113,1700841.461,1158404.408,1197763.521,1004305.35,0,0,0,0
1010,2011/10/10,72285.34655,1338464.728,958487.8682,1712419.205,1158547.961,1196589.531,1006555.35,0,0,0,0
1011,2011/10/11,88467.3995,625743.3002,1655899.961,1713543.637,1159031.051,1196809.291,1008505.35,0,0,0,0
1012,2011/10/12,93091.89234,604306.3498,1674301.477,1717207.534,1150761.395,1204175.991,1010155.35,0,0,0,0
1013,2011/10/13,83658.56042,564763.1502,1719201.773,1725186.26,1149685.095,1204749.801,1011605.35,0,0,0,0
1014,2011/10/14,82557.36213,565100.4661,1723781.87,1723790.426,1150999.214,1206415.301,1013155.35,0,0,0,0
1015,2011/10/15,91238.43847,554947.1159,1727934.394,1725538.416,1151136.314,1206499.961,1015205.35,0,0,0,0
1016,2011/10/16,70258.03524,579098.7136,1724857.148,1732013.617,1149599.164,1206867.961,1015755.35,0,0,0,0
1017,2011/10/17,149048.2304,535382.8954,1713984.791,1728552.727,1131990.564,1208185.431,1017205.35,0,0,0,0
1018,2011/10/18,119273.6266,573584.1832,1709053.443,1730956.861,1130028.474,1209548.051,1017905.35,0,0,0,0
1019,2011/10/19,134495.8449,578112.9513,1708557.599,1714781.382,1128949.501,1210197.361,1021905.35,0,0,0,0
1020,2011/10/20,112625.3248,599279.6751,1707118.617,1719376.121,1128845.061,1210699.841,1024805.35,0,0,0,0
1021,2011/10/21,103267.8845,557196.3457,1754308.771,1725063.616,1123860.644,1218147.379,1026955.35,0,0,0,0
1022,2011/10/22,132346.2427,544384.1153,1739265.766,1726796.294,1125525.344,1217376.879,1028005.35,0,0,0,0
1023,2011/10/23,134863.2925,541997.3334,1740993.725,1719601.541,1134091.249,1217247.499,1030305.35,0,0,0,0
1024,2011/10/24,117304.0553,557253.9718,1739175.205,1725242.881,1133561.559,1221656.969,1031255.35,0,0,0,0
1025,2011/10/25,109179.5727,543362.7479,1758115.902,1731946.059,1127684.189,1228656.169,1032955.35,0,0,0,0
1026,2011/10/26,127034.9491,538463.8429,1748723.369,1725190.522,1110016.777,1253665.179,1034655.35,0,0,0,0
1027,2011/10/27,97740.49751,569192.4663,1738415.73,1733302.551,1107086.706,1261956.689,1035055.35,0,0,0,0
1028,2011/10/28,142856.4538,523110.3907,1732542.297,1740776.109,1107848.671,1264410.719,1036455.35,0,0,0,0
1029,2011/10/29,130907.2827,540183.76,1717866.463,1750270.705,1110631.851,1266234.579,1037555.35,0,0,0,0
1030,2011/10/30,65751.41603,608995.7449,1717857.133,1748768.561,1113860.247,1266011.539,1037955.35,0,0,0,0
1031,2011/10/31,106157.4523,566882.8596,1615954.803,1854499.262,1113214.695,1270635.569,1038405.35,0,0,0,0
1032,2011/11/1,111374.7852,566136.3209,1609352.975,1859414.873,1117318.546,1272447.139,1037205.35,0,0,0,0
1033,2011/11/2,95516.65059,584790.1697,1595865.467,1782603.448,1210213.815,1273605.089,1038355.35,0,0,0,0
1034,2011/11/3,103620.572,585320.556,1593882.727,1780731.251,1212005.445,1273684.089,1037955.35,0,0,0,0
1035,2011/11/4,96035.33585,595013.3517,1589436.688,1789440.675,1210172.47,1276396.119,1038055.35,0,0,0,0
1036,2011/11/5,78386.57109,610739.6024,1581227.477,1802519.42,1211936.351,1277585.219,1039455.35,0,0,0,0
1037,2011/11/6,61815.32899,605500.2886,1572225.8,1836344.088,1213431.205,1278777.929,1040955.35,0,0,0,0
1038,2011/11/7,92448.49869,576293.6833,1523575.945,1881409.128,1220419.865,1278997.519,1042505.35,0,0,0,0
1039,2011/11/8,132396.0544,540251.6289,1522806.817,1874303.209,1218714.111,1290272.819,1044355.35,0,0,0,0
1040,2011/11/9,244709.668,554509.7092,1518506.316,1759913.61,1219186.098,1290619.239,1043705.35,0,0,0,0
1041,2011/11/10,117864.0664,694324.0704,1518545.215,1756784.831,1213693.838,1292782.619,1044205.35,0,0,0,0
1042,2011/11/11,103898.5828,710952.9105,1518744.334,1753519.773,1216440.791,1295384.109,1045805.35,0,0,0,0
1043,2011/11/12,83123.39497,738717.7216,1515227.784,1756679.421,1218806.42,1294289.899,1044455.35,0,0,0,0
1044,2011/11/13,83873.78612,736506.298,1511091.026,1766379.441,1220148.789,1294095.299,1046405.35,0,0,0,0
1045,2011/11/14,121670.1704,708024.8812,1489463.965,1783833.15,1223589.454,1293513.019,1045555.35,0,0,0,0
1046,2011/11/15,100114.073,735822.7648,1489566.068,1774701.825,1236610.461,1291879.449,1045205.35,0,0,0,0
1047,2011/11/16,863359.3367,712956.9812,756833.2156,1772974.876,1233187.022,1295433.209,1045905.35,0,0,0,0
1048,2011/11/17,646407.1401,934494.7077,764796.8464,1770148.839,1234507.048,1292540.059,1044705.35,0,0,0,0
1049,2011/11/18,641548.629,953539.6333,731157.9373,1787600.638,1239435.053,1294362.749,1046605.35,0,0,0,0
1050,2011/11/19,653106.2791,933746.041,740224.7783,1786706.998,1243344.424,1295066.119,1048205.35,0,0,0,0
1051,2011/11/20,685121.1945,905683.2884,742769.8026,1786135.726,1246907.09,1292027.539,1048905.35,0,0,0,0
1052,2011/11/21,691689.7206,905558.4263,742734.3685,1783328.923,1252200.262,1287432.939,1050505.35,0,0,0,0
1053,2011/11/22,699974.8217,895314.5121,753733.5769,1774134.106,1261719.164,1285568.459,1050005.35,0,0,0,0
1054,2011/11/23,691454.8819,906829.6705,750168.7208,1775236.641,1266815.487,1284139.239,1052505.35,0,0,0,0
1055,2011/11/24,698612.3395,908045.7519,693490.9733,1827143.969,1272231.197,1283420.409,1049855.35,0,0,0,0
1056,2011/11/25,669224.2708,925978.2961,706736.3427,1825304.492,1276221.699,1284229.539,1051855.35,0,0,0,0
1057,2011/11/26,690059.8186,940533.037,683373.8023,1815685.418,1278325.125,1283967.439,1053605.35,0,0,0,0
1058,2011/11/27,629400.6071,991206.169,694862.7799,1807006.621,1289788.294,1283830.169,1055155.35,0,0,0,0
1059,2011/11/28,704033.4551,939863.5127,710766.6254,1763475.593,1301206.415,1282249.039,1056005.35,0,0,0,0
1060,2011/11/29,655842.8545,1002645.849,705611.3406,1751607.629,1312840.509,1281146.459,1054805.35,0,0,0,0
1061,2011/11/30,644683.9253,1024531.085,700467.8441,1748375.961,1302912.836,1298172.989,1053455.35,0,0,0,0
1062,2011/12/1,634366.3486,1042108.701,697400.8945,1746741.441,1310215.756,1296561.279,1054305.57,0,0,0,0
1063,2011/12/2,575217.0065,1105566.469,688999.5632,1688509.556,1377225.126,1296626.699,1056855.57,0,0,0,0
1064,2011/12/3,556443.9343,1130726.243,686610.9618,1674537.766,1393372.665,1296052.849,1058855.57,0,0,0,0
1065,2011/12/4,539678.1923,1151887.804,688897.3635,1657521.298,1412881.333,1296528.429,1056005.57,0,0,0,0
1066,2011/12/5,544710.2995,1150942.083,692145.4881,1651713.437,1419798.564,1295788.899,1056201.22,0,0,0,0
1067,2011/12/6,551885.5357,1150830.815,687704.6844,1647921.522,1427701.684,1295954.529,1057851.22,0,0,0,0
1068,2011/12/7,572135.2338,1150735.26,668285.8497,1585959.849,1491209.708,1298672.869,1059751.22,0,0,0,0
1069,2011/12/8,577979.3308,1150443.146,672210.9865,1554269.636,1524772.352,1297273.319,1058001.22,0,0,0,0
1070,2011/12/9,531706.0806,1087195.506,779618.0818,1542345.76,1544728.183,1296952.159,1059754.22,0,0,0,0
1071,2011/12/10,313623.9537,1307191.339,778360.5515,1533133.239,1560181.019,1295355.669,1061654.22,0,0,0,0
1072,2011/12/11,313237.4929,1318732.169,776469.9481,1515661.763,1581828.072,1291616.325,1059554.22,0,0,0,0
1073,2011/12/12,281505.8736,1348594.829,762084.3391,1526186.1,1591661.759,1291812.869,1061604.22,0,0,0,0
1074,2011/12/13,198745.9944,1433585.455,713937.2566,1412820.618,1755698.707,1291357.739,1063904.22,0,0,0,0
1075,2011/12/14,201118.6217,1430812.425,715760.5984,1382872.683,1790363.163,1290568.279,1066204.22,0,0,0,0
1076,2011/12/15,220176.8039,1406310.398,719022.3597,1322827.738,1856459.411,1290049.059,1068454.22,0,0,0,0
1077,2011/12/16,228630.9516,1192729.526,927572.4361,1310151.842,1872657.976,1287853.039,1069604.22,0,0,0,0
1078,2011/12/17,162530.5723,1256315.316,934559.0042,1301078.354,1883430.383,1285532.14,1073254.22,0,0,0,0
1079,2011/12/18,140509.3486,1268378.131,945764.4331,1226285.386,1956168.099,1289490.373,1077304.22,0,0,0,0
1080,2011/12/19,225690.5598,1194643.919,944378.569,1218717.598,1934655.982,1317609.143,1076154.22,0,0,0,0
1081,2011/12/20,264153.8808,1170306.488,943025.4126,1185018.759,1965361.148,1314580.083,1076104.22,0,0,0,0
1082,2011/12/21,182803.218,1242887.269,955891.5233,1169454.923,1979894.983,1315613.853,1079454.22,0,0,0,0
1083,2011/12/22,165260.0117,1246696.277,975187.7309,1162864.437,1986906.651,1314780.663,1081704.22,0,0,0,0
1084,2011/12/23,149030.4481,1261976.02,977626.3204,1137386.515,2016909.842,1313366.624,1084204.22,0,0,0,0
1085,2011/12/24,141547.0911,1267576.565,985727.195,1128197.618,2021487.167,1316210.134,1087004.22,0,0,0,0
1086,2011/12/25,151351.3096,1260306.842,988785.1408,1106395.609,2045201.874,1314854.994,1089554.22,0,0,0,0
1087,2011/12/26,169547.5853,1217022.792,1018644.056,1056611.539,2098650.213,1313019.584,1091804.22,0,0,0,0
1088,2011/12/27,154487.6547,1229284.995,1023723.53,1042361.035,2117115.731,1310422.824,1095154.22,0,0,0,0
1089,2011/12/28,137735.4176,1167170.723,1106165.073,1038343.736,2124203.446,1310227.474,1096454.12,0,0,0,0
1090,2011/12/29,164774.7629,1128306.51,1125633.661,1018302.364,2142268.633,1308909.94,1099004.12,0,0,0,0
1091,2011/12/30,131739.2208,1141069.7,1149877.784,976830.9983,2186694.456,1306733.71,1101354.12,0,0,0,0
1092,2011/12/31,133025.5905,1094187.359,1198276.067,936100.7156,2230917.708,1305838.43,1103504.12,0,0,0,0
1093,2012/1/1,173509.8993,1105494.814,1201628.889,882277.4779,2236647.64,1304187.15,1105754.12,0,0,0,0
1094,2012/1/2,128570.1157,1162589.324,1205487.085,873066.0634,2231160.442,1308572.84,1107604.12,0,0,0,0
1095,2012/1/3,133488.4909,1164134.373,1207212.409,852614.2108,2249906.366,1307340.02,1110254.12,50,0,0,0
1096,2012/1/4,156322.2415,1145377.456,1207092.696,846756.9589,2258119.868,1305726.65,1113004.12,50,0,0,0
1097,2012/1/5,225865.1453,1097229.846,1193045.776,842707.298,2251813.641,1313234.165,1115854.12,50,0,0,0
1098,2012/1/6,197918.8273,1136080.498,1171525.14,857474.4853,2255333.644,1311163.275,1118804.12,50,0,0,0
1099,2012/1/7,133434.3705,1191889.216,1189815.747,856169.3851,2253012.914,1311424.237,1121754.12,50,0,0,0
1100,2012/1/8,144834.3551,1190252.237,1187929.331,840505.9576,2268322.653,1309101.337,1124704.12,50,0,0,0
1101,2012/1/9,205820.9588,1150619.433,1174293.811,828717.4507,2279631.28,1307012.937,1127104.12,700,0,0,0
1102,2012/1/10,158950.1904,1212124.414,1174871.092,821942.9069,2274076.809,1308180.457,1127054.12,3750,0,0,0
1103,2012/1/11,146881.6784,1225717.762,1176397.793,817673.4062,2279832.543,1308492.687,1125254.12,8350,0,0,0
1104,2012/1/12,154473.0354,1254889.052,1177225.388,811597.2737,2255914.624,1306396.497,1122825.12,13029,0,0,0
1105,2012/1/13,199248.8006,1214127.819,1185040.497,802669.4723,2252635.314,1310316.967,1120632.12,18679,0,0,0
1106,2012/1/14,136129.0282,1279515.723,1189006.808,801315.6962,2233687.245,1328984.37,1118021.12,24190,0,0,0
1107,2012/1/15,123199.6697,1288827.37,1195670.305,802396.5421,2233228.951,1329766.033,1114546.12,30165,0,0,0
1108,2012/1/16,140362.6213,1280899.648,1175135.481,816860.5416,2235742.191,1330888.388,1111746.12,34915,0,0,0
1109,2012/1/17,171196.3796,1273939.167,1164979.463,805075.0271,2217926.445,1352772.388,1109046.12,39465,0,0,0
1110,2012/1/18,177159.8083,1264676.206,1170514.192,805969.0432,2219764.696,1353204.918,1105346.11,44165,0,0,0
1111,2012/1/19,196036.825,1240889.711,1176108.634,805113.7522,2226395.547,1352644.298,1102196.11,48915,0,0,0
1112,2012/1/20,150323.9809,1277478.957,1189489.318,801761.8844,2230389.588,1353744.648,1098746.11,53615,0,0,0
1113,2012/1/21,127833.229,1287117.782,1204682.377,802423.3456,2234217.675,1352063.529,1097696.11,57715,0,0,0
1114,2012/1/22,104485.409,1310293.514,1194986.038,814403.3996,2236296.682,1352421.69,1095947.11,61715,0,0,0
1115,2012/1/23,114543.4491,1304813.701,1193408.153,810543.1414,2242820.659,1352757.46,1094947.11,65215,0,0,0
1116,2012/1/24,144564.7876,1279873.695,1192684.322,806621.4794,2248267.468,1350623.701,1088697.11,74665,0,0,0
1117,2012/1/25,169698.1554,1262181.254,1177249.304,815392.052,2253472.877,1349191.591,1082647.11,83565,0,0,0
1118,2012/1/26,164303.5259,1283425.444,1175565.215,796088.7515,2259037.883,1352513.721,1081797.11,87565,0,0,0
1119,2012/1/27,160519.7001,1289584.372,1171183.022,799017.8212,2263837.596,1351490.621,1079547.11,92165,0,0,0
1120,2012/1/28,126155.6414,1327067.889,1160167.801,798524.8979,2278303.804,1350210.799,1077497.11,96665,0,0,0
1121,2012/1/29,122944.6089,1333899.816,1166340.847,793518.2507,2278286.61,1350989.509,1075297.11,101665,0,0,0
1122,2012/1/30,112975.2197,1343903.322,1171849.845,792676.8725,2281052.375,1349171.667,1073497.11,106415,0,0,0
1123,2012/1/31,147957.9868,1256913.753,1227699.383,786917.5631,2285525.871,1353064.677,1069297.11,111665,0,0,0
1124,2012/2/1,171818.5415,1246498.638,1220527.968,778263.4883,2284129.554,1362440.807,1066497.11,115915,0,0,0
1125,2012/2/2,153048.6708,1263844.486,1228846.261,774601.2728,2287550.176,1362287.967,1063047.11,120815,0,0,0
1126,2012/2/3,151956.2882,1262336.32,1233452.859,774031.8842,2288577.746,1364373.577,1060962.17,126249.94,0,0,0
1127,2012/2/4,141649.6038,1267042.125,1244596.583,763487.0481,2298398.718,1364004.571,1059512.17,131099.94,0,0,0
1128,2012/2/5,120841.0124,1272080.93,1264365.209,756296.7402,2306644.603,1351232.353,1069279.97,136149.94,0,0,0
1129,2012/2/6,126685.3578,1265696.351,1269906.263,709357.2448,2353136.599,1350679.033,1067329.97,141399.94,0,0,0
1130,2012/2/7,132157.7597,1249839.065,1284310.514,707348.9677,2354270.736,1352483.803,1063029.97,147599.94,0,0,0
1131,2012/2/8,135164.4785,1208991.214,1218223.403,811280.391,2358672.896,1351328.463,1062379.97,152249.94,0,0,0
1132,2012/2/9,106570.1261,1221339.848,1236966.244,810809.3123,2360330.422,1352145.333,1059729.53,157649.94,0,0,0
1133,2012/2/10,132442.8867,1199530.238,1240750.304,808962.8684,2351020.696,1359804.293,1056929.53,162999.94,0,0,0
1134,2012/2/11,140090.6375,1209002.656,1242631.53,808586.4713,2352915.8,1344534.053,1053229.49,168949.98,0,0,0
1135,2012/2/12,109399.4248,1179263.313,1308062.186,804664.3629,2355497.54,1346574.293,1050529.49,173849.98,0,0,0
1136,2012/2/13,210251.9443,1134333.781,1308498.494,774505.9259,2333404.333,1346916.642,1048029.49,178749.98,0,0,0
1137,2012/2/14,396068.3204,1106629.411,1176052.555,778360.409,2306298.389,1348552.022,1045529.49,184099.98,0,0,0
1138,2012/2/15,374061.2565,1126576.188,975246.9693,985291.0613,2304469.791,1350229.202,1042766.12,189649.98,0,0,0
1139,2012/2/16,292333.8985,1208672.699,977914.0921,988829.9275,2303169.517,1349505.202,1040065.12,194699.98,0,0,0
1140,2012/2/17,253864.0688,1239883.91,979597.3232,963030.1117,2340488.248,1344228.485,1042298.29,199399.98,0,0,0
1141,2012/2/18,216105.632,1242258.568,1021010.206,968273.58,2333207.036,1345787.125,1040548.29,204149.98,0,0,0
1142,2012/2/19,127591.4192,1320043.478,1036432.93,968569.9001,2333604.485,1345599.905,1038848.32,208549.98,0,0,0
1143,2012/2/20,155888.0494,1294853.729,1027833.788,976807.9515,2325779.975,1355228.625,1036648.32,213199.98,0,0,0
1144,2012/2/21,172465.0492,1266400.205,1038217.342,981250.4718,2327493.805,1352812.675,1036250.89,217799.98,0,0,0
1145,2012/2/22,198417.5926,1233794.471,1050323.371,977801.6575,2329504.434,1352048.02,1035750.89,222999.98,0,0,0
1146,2012/2/23,186101.2715,1241687.764,1056841.776,923793.7319,2386514.393,1351950.61,1034750.89,227299.98,0,0,0
1147,2012/2/24,184181.4562,1240509.587,1072152.679,916328.1774,2387393.387,1350524.26,1033500.89,231799.98,0,0,0
1148,2012/2/25,186594.4757,1220313.506,1065559.436,944907.4145,2386639.485,1352475.23,1031900.89,236249.98,0,0,0
1149,2012/2/26,140606.6051,1261073.324,1072595.312,947564.2404,2385574.619,1353475.44,1030350.89,240899.98,0,0,0
1150,2012/2/27,145424.7306,1254678.838,1062448.272,958260.9502,2391401.059,1353825.69,1028200.89,245599.98,0,0,0
1151,2012/2/28,163863.7326,1226326.041,1071079.146,964739.9092,2365563.698,1374718.014,1031049.89,250499.98,0,0,0
1152,2012/2/29,163163.9807,1243739.769,1071765.833,969954.439,2173429.665,1550036.854,1029749.89,254949.98,0,0,0
1153,2012/3/1,224824.3164,1182973.762,1069364.335,972906.0482,2033213.204,1693408.876,1028049.89,259599.98,0,0,0
1154,2012/3/2,221007.8351,1185649.576,1067130.71,973332.4104,2039577.043,1693992.967,1025949.89,264399.98,0,0,0
1155,2012/3/3,165417.8169,1259538.465,1053198.963,970339.7787,2037435.209,1696810.287,1025349.89,268599.98,0,0,0
1156,2012/3/4,125334.8526,1306077.24,1050108.285,970496.6419,2039372.905,1695150.587,1023899.89,273099.98,0,0,0
1157,2012/3/5,136181.6453,1281986.312,1060451.294,977830.7643,2037673.687,1696566.807,1022699.89,277399.98,0,0,0
1158,2012/3/6,149611.1697,1269920.157,1059132.523,979110.2425,2039147.749,1697868.618,1021249.89,281599.98,0,0,0
1159,2012/3/7,146825.9165,1271165.367,1059508.664,984333.7243,2041461.569,1696895.208,1017449.9,287699.98,0,0,0
1160,2012/3/8,149835.8248,1267879.725,1053047.773,997571.6525,2041662.896,1695442.578,1015649.9,292049.98,0,0,0
1161,2012/3/9,146738.3885,1265492.306,1062282.985,994815.947,2048500.104,1692560.728,1014799.89,296349.98,0,0,0
1162,2012/3/10,110513.44,1309918.445,1060054.137,993612.6413,2050159.287,1692082.508,1012649.89,300799.98,0,0,0
1163,2012/3/11,114539.8921,1303383.278,1067451.263,997829.848,2028290.34,1709345.838,1010399.89,305249.98,0,0,0
1164,2012/3/12,128978.9341,1289137.519,1068483.995,1001457.84,2029523.248,1709508.923,1006749.89,310949.98,0,0,0
1165,2012/3/13,164058.9727,1266153.599,1061551.236,1001911.565,2014851.733,1724563.353,1004449.89,315249.98,0,0,0
1166,2012/3/14,194977.0941,1238159.304,1052856.537,1012145.702,2009470.099,1729781.723,1002249.89,319999.98,0,0,0
1167,2012/3/15,165779.4586,1256606.369,1055978.227,1021433.016,2005157.395,1736485.993,999549.89,324699.98,0,0,0
1168,2012/3/16,168651.9551,1257758.354,1058310.867,1022296.933,2002268.076,1737554.273,997299.89,329199.98,0,0,0
1169,2012/3/17,127440.546,1284596.072,1078870.304,1023568.035,1991434.938,1747140.563,993989.89,334799.98,0,0,0
1170,2012/3/18,124714.6613,1298811.19,1087541.478,1013104.94,1987382.965,1746445.223,992239.89,339599.98,0,0,0
1171,2012/3/19,174617.3302,1209218.433,1124771.735,1019940.923,1989010.766,1744592.271,990638.89,344199.98,0,0,0
1172,2012/3/20,175029.8917,1211857.778,1094729.039,1053341.39,1984108.728,1748183.631,992339.89,345399.98,0,0,0
1173,2012/3/21,180199.282,1212392.394,1086718.441,1066296.123,1977865.398,1748028.821,991139.89,350249.98,0,0,0
1174,2012/3/22,176862.3185,1216790.12,1072881.522,1084523.721,1971839.975,1752749.382,989893.31,355249.98,0,0,0
1175,2012/3/23,174107.9993,1224527.76,1074811.01,1085922.761,1971331.126,1747446.382,989293.31,359649.98,0,0,0
1176,2012/3/24,149495.2615,1251216.244,1081367.412,1086336.452,1969239.766,1745441.902,989143.31,364049.98,0,0,0
1177,2012/3/25,155429.8238,1246177.11,1085919.582,1086853.446,1970312.903,1742954.173,987793.31,368699.98,0,0,0
1178,2012/3/26,166747.248,1195128.57,1130109.425,1085202.593,1971332.43,1743876.773,986393.31,372899.98,0,0,0
1179,2012/3/27,165144.4801,1198912.097,1132325.305,1084957.403,1973306.73,1742751.023,983643.31,378449.98,0,0,0
1180,2012/3/28,200235.9833,1162653.451,1132517.239,1089151.593,1976329.169,1739459.602,983643.31,382999.98,0,0,0
1181,2012/3/29,170171.8868,1184345.175,1140419.616,1095124.673,1972109.505,1741776.184,982743.31,387349.98,0,0,0
1182,2012/3/30,204055.1029,1185496.715,1157698.473,1096927.358,1924236.194,1739683.194,981643.31,391999.98,0,0,0
1183,2012/3/31,157385.1417,1220192.526,1174547.087,1096699.847,1926178.392,1738794.044,979893.31,396549.98,0,0,0
1184,2012/4/1,102031.0543,1250158.765,1147235.548,1154334.231,1906712.945,1757774.494,978093.31,400999.98,0,0,0
1185,2012/4/2,161227.0133,1147489.969,1191860.849,1156341.459,1907884.804,1756342.944,976743.31,405249.98,0,0,0
